,ts_code,name,start_date,end_date,change_reason
0,000060.SZ,中金岭南,20061009,,摘G
1,000060.SZ,G中金,20051118,20061008,完成股改
2,000060.SZ,中金岭南,20000517,20051117,改名
3,000060.SZ,有色中金,19970123,20000516,其他
,ts_code,name,start_date,end_date,change_reason
0,000061.SZ,农产品,20061009,,摘G
1,000061.SZ,G农产品,20050912,20061008,完成股改
2,000061.SZ,农产品,19970110,20050911,其他
,ts_code,name,start_date,end_date,change_reason
0,000062.SZ,深圳华强,20061009,,摘G
1,000062.SZ,G华强,20060515,20061008,完成股改
2,000062.SZ,深圳华强,19970130,20060514,其他
,ts_code,name,start_date,end_date,change_reason
0,000063.SZ,中兴通讯,20061009,,摘G
1,000063.SZ,G中兴,20051229,20061008,完成股改
2,000063.SZ,中兴通讯,19971118,20051228,其他
,ts_code,name,start_date,end_date,change_reason
0,000065.SZ,北方国际,20061009,,摘G
1,000065.SZ,G北方,20051111,20061008,完成股改
2,000065.SZ,北方国际,20010321,20051110,改名
3,000065.SZ,深圳西林,19980605,20010320,其他
,ts_code,name,start_date,end_date,change_reason
0,000066.SZ,中国长城,20170329,,改名
1,000066.SZ,长城电脑,20061009,20170328,摘G
2,000066.SZ,G长城,20060515,20061008,完成股改
3,000066.SZ,长城电脑,19970626,20060514,其他
,ts_code,name,start_date,end_date,change_reason
0,000068.SZ,华控赛格,20160412,,撤销*ST
1,000068.SZ,*ST华赛,20150325,20160411,*ST
2,000068.SZ,华控赛格,20130521,20150324,撤销ST
3,000068.SZ,ST华赛,20130313,20130520,改名
4,000068.SZ,ST三星,20100401,20130312,ST
5,000068.SZ,赛格三星,20080114,20100331,完成股改
6,000068.SZ,S三星,20061009,20080113,未股改加S
7,000068.SZ,赛格三星,19981008,20061008,改名
8,000068.SZ,赛格中康,19970611,19981007,其他
,ts_code,name,start_date,end_date,change_reason
0,000069.SZ,华侨城A,20061009,,摘G
1,000069.SZ,G华侨城,20060106,20061008,完成股改
2,000069.SZ,华侨城A,19970910,20060105,其他
,ts_code,name,start_date,end_date,change_reason
0,000070.SZ,特发信息,20061009,,摘G
1,000070.SZ,G特发,20060110,20061008,完成股改
2,000070.SZ,特发信息,20000511,20060109,其他
,ts_code,name,start_date,end_date,change_reason
0,000078.SZ,海王生物,20061009,,摘G
1,000078.SZ,G海王,20060413,20061008,完成股改
2,000078.SZ,海王生物,19981218,20060412,其他
,ts_code,name,start_date,end_date,change_reason
0,000088.SZ,盐田港,20061009,,摘G
1,000088.SZ,G盐田港,20060317,20061008,完成股改
2,000088.SZ,盐田港A,19970728,20060316,其他
,ts_code,name,start_date,end_date,change_reason
0,000089.SZ,深圳机场,20061009,,摘G
1,000089.SZ,G深机场,20051216,20061008,完成股改
2,000089.SZ,深圳机场,19980420,20051215,其他
,ts_code,name,start_date,end_date,change_reason
0,000090.SZ,天健集团,20140410,,其他
1,000090.SZ,深天健,20061009,20140409,摘G
2,000090.SZ,G天健,20060111,20061008,完成股改
3,000090.SZ,深天健,19990721,20060110,其他
,ts_code,name,start_date,end_date,change_reason
0,000096.SZ,广聚能源,20061009,,摘G
1,000096.SZ,G广聚,20060206,20061008,完成股改
2,000096.SZ,广聚能源,20000724,20060205,其他
,ts_code,name,start_date,end_date,change_reason
0,000099.SZ,中信海直,20061009,,摘G
1,000099.SZ,G海直,20060207,20061008,完成股改
2,000099.SZ,中信海直,20000731,20060206,其他
,ts_code,name,start_date,end_date,change_reason
0,000100.SZ,TCL集团,20080328,,撤销*ST
1,000100.SZ,*STTCL,20070508,20080327,*ST
2,000100.SZ,TCL集团,20061009,20070507,摘G
3,000100.SZ,GTCL集团,20060420,20061008,完成股改
4,000100.SZ,TCL集团,20040130,20060419,其他
,ts_code,name,start_date,end_date,change_reason
0,000150.SZ,宜华健康,20150209,,改名
1,000150.SZ,宜华地产,20080515,20150208,撤销*ST
2,000150.SZ,*ST宜地,20071102,20080514,完成股改
3,000150.SZ,S*ST宜地,20071019,20071101,改名
4,000150.SZ,S*ST光电,20070404,20071018,*ST
5,000150.SZ,S光电,20061009,20070403,未股改加S
6,000150.SZ,光电股份,20050330,20061008,撤销*ST
7,000150.SZ,*ST光电,20040324,20050329,*ST
8,000150.SZ,ST麦科特,20020430,20040323,ST
9,000150.SZ,麦科特,20000807,20020429,其他
,ts_code,name,start_date,end_date,change_reason
0,000151.SZ,中成股份,20061009,,摘G
1,000151.SZ,G中成,20060331,20061008,完成股改
2,000151.SZ,中成股份,20000906,20060330,其他
,ts_code,name,start_date,end_date,change_reason
0,000153.SZ,丰原药业,20061009,,摘G
1,000153.SZ,G丰原药,20060113,20061008,完成股改
2,000153.SZ,丰原药业,20030305,20060112,改名
3,000153.SZ,新力药业,20000920,20030304,其他
,ts_code,name,start_date,end_date,change_reason
0,000155.SZ,川能动力,20181008,,改名
1,000155.SZ,川化股份,20171218,20181007,其他
2,000155.SZ,*ST川化,20150504,20171217,*ST
3,000155.SZ,ST川化,20150402,20150503,ST
4,000155.SZ,川化股份,20130606,20150401,撤销*ST
5,000155.SZ,*ST川化,20120427,20130605,*ST
6,000155.SZ,川化股份,20061009,20120426,摘G
7,000155.SZ,G川化,20060321,20061008,完成股改
8,000155.SZ,川化股份,20000926,20060320,其他
,ts_code,name,start_date,end_date,change_reason
0,000156.SZ,华数传媒,20121019,,其他
1,000156.SZ,*ST嘉瑞,20070213,20121018,完成股改
2,000156.SZ,S*ST嘉瑞,20061009,20070212,未股改加S
3,000156.SZ,*ST嘉瑞,20050322,20061008,*ST
4,000156.SZ,嘉瑞新材,20040723,20050321,改名
5,000156.SZ,安塑股份,20000906,20040722,其他
,ts_code,name,start_date,end_date,change_reason
0,000157.SZ,中联重科,20061009,,摘G
1,000157.SZ,G中联,20060714,20061008,完成股改
2,000157.SZ,中联重科,20001012,20060713,其他
,ts_code,name,start_date,end_date,change_reason
0,000158.SZ,常山北明,20171027,,改名
1,000158.SZ,常山股份,20061009,20171026,摘G
2,000158.SZ,G常山,20060113,20061008,完成股改
3,000158.SZ,常山股份,20000724,20060112,其他
,ts_code,name,start_date,end_date,change_reason
0,000159.SZ,国际实业,20061009,,摘G
1,000159.SZ,G新国际,20060720,20061008,完成股改
2,000159.SZ,国际实业,20000926,20060719,其他
,ts_code,name,start_date,end_date,change_reason
0,000166.SZ,申万宏源,20150126,,其他
,ts_code,name,start_date,end_date,change_reason
0,000301.SZ,东方盛虹,20180927,,改名
1,000301.SZ,东方市场,20080730,20180926,改名
2,000301.SZ,丝绸股份,20061009,20080729,摘G
3,000301.SZ,G丝绸,20060524,20061008,完成股改
4,000301.SZ,丝绸股份,20000529,20060523,其他
,ts_code,name,start_date,end_date,change_reason
0,000333.SZ,美的集团,20130918,,其他
,ts_code,name,start_date,end_date,change_reason
0,000338.SZ,潍柴动力,20070430,,其他
,ts_code,name,start_date,end_date,change_reason
0,000400.SZ,许继电气,20061009,,摘G
1,000400.SZ,G许继,20051117,20061008,完成股改
2,000400.SZ,许继电气,19970418,20051116,其他
,ts_code,name,start_date,end_date,change_reason
0,000401.SZ,冀东水泥,20061009,,摘G
1,000401.SZ,G冀东,20060524,20061008,完成股改
2,000401.SZ,冀东水泥,19960614,20060523,其他
,ts_code,name,start_date,end_date,change_reason
0,000402.SZ,金融街,20061009,,摘G
1,000402.SZ,G金融街,20060405,20061008,完成股改
2,000402.SZ,金融街,20000808,20060404,改名
3,000402.SZ,重庆华亚,19960626,20000807,其他
,ts_code,name,start_date,end_date,change_reason
0,000403.SZ,振兴生化,20181122,,撤销ST
1,000403.SZ,ST生化,20141107,20181121,摘星
2,000403.SZ,*ST生化,20130208,20141106,其他
3,000403.SZ,S*ST生化,20061009,20130207,未股改加S
4,000403.SZ,*ST生化,20060509,20061008,*ST
5,000403.SZ,三九生化,20000331,20060508,改名
6,000403.SZ,宜春工程,19960628,20000330,其他
,ts_code,name,start_date,end_date,change_reason
0,000404.SZ,长虹华意,20180713,,改名
1,000404.SZ,华意压缩,20061220,20180712,完成股改
2,000404.SZ,S华意,20061009,20061219,未股改加S
3,000404.SZ,华意压缩,19960619,20061008,其他
,ts_code,name,start_date,end_date,change_reason
0,000407.SZ,胜利股份,20061009,,摘G
1,000407.SZ,G胜利,20060711,20061008,完成股改
2,000407.SZ,胜利股份,19960703,20060710,其他
,ts_code,name,start_date,end_date,change_reason
0,000408.SZ,藏格控股,20170627,,改名
1,000408.SZ,金谷源,20170523,20170626,撤销*ST
2,000408.SZ,*ST金源,20160428,20170522,*ST
3,000408.SZ,金谷源,20121128,20160427,撤销ST
4,000408.SZ,ST金谷源,20110526,20121127,摘星
5,000408.SZ,*ST金谷,20110118,20110525,改名
6,000408.SZ,*ST玉源,20100428,20110117,*ST
7,000408.SZ,ST玉源,20071031,20100427,摘星
8,000408.SZ,*ST玉源,20061009,20071030,摘G
9,000408.SZ,G*ST玉源,20060703,20061008,完成股改
10,000408.SZ,*ST玉源,20060509,20060702,*ST
11,000408.SZ,玉源控股,20051026,20060508,改名
12,000408.SZ,河北华玉,19960628,20051025,其他
,ts_code,name,start_date,end_date,change_reason
0,000409.SZ,*ST地矿,20180625,,*ST
1,000409.SZ,山东地矿,20131225,20180624,改名
2,000409.SZ,泰复实业,20130403,20131224,撤销ST
3,000409.SZ,ST泰复,20120523,20130402,摘星
4,000409.SZ,*ST泰复,20110503,20120522,*ST
5,000409.SZ,ST泰复,20100107,20110502,改名
6,000409.SZ,ST泰格,20090421,20100106,摘星
7,000409.SZ,*ST泰格,20080428,20090420,*ST
8,000409.SZ,ST泰格,20061012,20080427,改名
9,000409.SZ,ST四通,20061009,20061011,摘G
10,000409.SZ,GST四通,20060926,20061008,完成股改
11,000409.SZ,ST四通,20060609,20060925,摘星
12,000409.SZ,*ST四通,20030512,20060608,*ST
13,000409.SZ,ST四通,20030401,20030511,ST
14,000409.SZ,四通高科,19980930,20030331,改名
15,000409.SZ,华立高科,19960627,19980929,其他
,ts_code,name,start_date,end_date,change_reason
0,000410.SZ,沈阳机床,20180301,,撤销*ST
1,000410.SZ,*ST沈机,20170503,20180228,*ST
2,000410.SZ,沈阳机床,20061009,20170502,摘G
3,000410.SZ,G沈机,20060301,20061008,完成股改
4,000410.SZ,沈阳机床,19960718,20060228,其他
