,TS代码,公告日期,报告期,基本每股收益,稀释每股收益,每股营业总收入,每股营业收入,每股资本公积,每股盈余公积,每股未分配利润,非经常性损益,扣除非经常性损益后的净利润,毛利,流动比率,速动比率,保守速动比率,应收账款周转率,流动资产周转率,固定资产周转率,总资产周转率,经营活动净收益,息税前利润,息税折旧摊销前利润,企业自由现金流量,股权自由现金流量,无息流动负债,无息非流动负债,带息债务,净债务,有形资产,营运资金,营运流动资本,全部投入资本,留存收益,期末摊薄每股收益,每股净资产,每股经营活动产生的现金流量净额,每股留存收益,每股现金流量净额,每股息税前利润,每股企业自由现金流量,每股股东自由现金流量,销售净利率,销售毛利率,销售成本率,销售期间费用率,净利润/营业总收入,销售费用/营业总收入,管理费用/营业总收入,财务费用/营业总收入,资产减值损失/营业总收入,营业总成本/营业总收入,营业利润/营业总收入,息税前利润/营业总收入,净资产收益率,加权平均净资产收益率,净资产收益率(扣除非经常损益),总资产报酬率,总资产净利润,投入资本回报率,年化净资产收益率,年化总资产报酬率,资产负债率,权益乘数,权益乘数(杜邦分析),流动资产/总资产,非流动资产/总资产,有形资产/总资产,带息债务/全部投入资本,归属于母公司的股东权益/全部投入资本,流动负债/负债合计,非流动负债/负债合计,经营活动产生的现金流量净额/流动负债,产权比率,归属于母公司的股东权益/负债合计,归属于母公司的股东权益/带息债务,有形资产/负债合计,有形资产/带息债务,有形资产/净债务,经营活动产生的现金流量净额/负债合计,营业周期,年化总资产净利率,总资产净利率(杜邦分析),固定资产合计,利润总额／营业收入,销售费用／营业总收入 (单季度),营业总成本／营业总收入 (单季度),净资产收益率(单季度),净资产单季度收益率(扣除非经常损益),总资产净利润(单季度),经营活动产生的现金流量净额／营业收入(单季度),基本每股收益同比增长率(%),稀释每股收益同比增长率(%),每股经营活动产生的现金流量净额同比增长率(%),营业利润同比增长率(%),利润总额同比增长率(%),归属母公司股东的净利润同比增长率(%),归属母公司股东的净利润-扣除非经常损益同比增长率(%),经营活动产生的现金流量净额同比增长率(%),净资产收益率(摊薄)同比增长率(%),每股净资产相对年初增长率(%),资产总计相对年初增长率(%),归属母公司的股东权益相对年初增长率(%),营业总收入同比增长率(%),营业收入同比增长率(%),营业收入同比增长率(%)(单季度),营业利润环比增长率(%)(单季度),净资产同比增长率
37,600000.SH,20100407,20091231,1.621,1.621,4.1703,4.1703,2.754,1.2105,1.9497,90586000.0,13125995000.0,,,,,,,,0.0251,15938107673.74,,,-91272447043.4933,,,,,,,,,,27904649514.46,1.4968,7.6957,11.719,3.1602,4.3244,,,,35.8874,,,,35.8874,,35.9915,,8.6416,,46.65,,24.1107,25.86,23.9455,,0.9014,,24.1107,,95.8041,23.8328,26.7452,,,,,,,,,22.8329,0.0437,,,,,0.0666,,0.9014,0.9015,7074941832.02,46.9695,,,4.4012,4.258,0.1822,598.0746,2.5316,2.5316,-37.12,12.0425,13.0204,5.5978,8.16,-1.9166,-35.2309,4.54,23.926,63.0373,6.549,6.549,18.3963,-22.13,63.0373
38,600000.SH,20091029,20090930,1.297,1.297,2.9832,2.9832,2.7549,1.0608,1.768,-4613000.0,10294704007.14,,,,,,,,0.0182,12686945241.1,,,,,,,,,,,,,24978159399.48,1.1653,7.3651,5.14,2.8288,2.0481,,,,39.0656,,,,39.0656,,32.3275,,7.2235,,51.5729,,19.2854,,19.2941,,0.7105,,25.7139,,95.8975,24.3754,27.1456,,,,,,,,,23.3756,0.0427,,,,,0.0268,,0.9473,0.7104,6288446702.14,51.5962,,,6.2756,6.3009,0.2189,352.3084,4.4283,4.4283,-53.02,4.8267,4.9906,4.532,4.5536,-34.1368,-38.7649,11.31,21.2274,56.0343,2.469,2.469,7.371,-9.6628,70.7061
39,600000.SH,20090829,20090630,0.856,0.856,2.1042,2.1042,1.3265,1.1818,1.5269,9531000.0,6771160000.0,,,,,,,,0.0114,8441106639.7,,,325330135.518,,,,,,,,,,21468759698.18,0.8555,5.9058,0.851,2.7087,-1.5602,,,,40.6621,,,,40.6621,,25.5634,,11.5124,,53.7936,,15.3257,15.1,15.3041,,0.4631,,30.6514,,97.1067,34.5626,33.0995,,,,,,,,,33.5629,0.0298,,,,,0.0043,,0.9262,0.463,6241351079.18,53.8698,,,8.3221,8.3105,0.245,-304.9568,6.4677,-23.9787,-77.94,6.6722,7.0127,6.3673,6.17,-69.1189,-21.3592,-19.7,23.6789,12.3061,-0.1722,-0.1722,1.236,32.1916,35.2572
40,600000.SH,20090430,20090331,0.523,0.523,1.3958,1.3958,1.9826,1.2123,2.6233,4177000.0,2956266468.78,,,,,,,,0.0056,3693511986.15,,,,,,,,,,,,,21715160789.49,0.5229,7.9488,5.92,3.8357,1.9868,,,,37.4646,,,,37.4646,,25.08,,18.0277,,48.896,,6.8307,,6.8211,,0.2107,,27.3228,,96.9987,33.3189,32.413,,,,,,,,,32.3192,0.0309,,,,,0.023,,0.8428,0.2107,6192272975.47,48.9665,,,6.8307,6.8211,0.2107,423.995,5.2314,5.2314,643.12,4.5411,4.8417,5.2929,4.9964,807.6659,-26.4859,8.02,14.5648,7.9692,-1.6908,-1.6908,-1.6908,62.8822,43.2283
41,600000.SH,20090410,20081231,2.211,2.211,6.1047,6.1047,1.9189,1.2123,2.1004,379964000.0,12136004000.0,,,,,,,,0.0311,14199481862.38,,,-94266415123.9163,,,,,,,,,,18754717320.49,2.2108,7.3621,18.636,3.3128,4.4298,,,,36.2142,,,,36.2142,,36.6857,,10.7593,,44.3627,,35.7715,36.71,34.6855,,1.1253,,35.7715,,96.8153,31.4001,31.7875,,,,,,,,,30.3997,0.0329,,,,,0.0832,,1.1253,1.1253,6259846773.15,44.2801,,,6.6987,5.7402,0.2204,492.119,127.8351,75.0594,46.42,42.4545,42.2479,127.6137,85.26,90.3484,54.5362,13.3,43.1097,47.2883,33.56,33.56,17.0108,-47.8615,47.2883
42,600000.SH,20081030,20080930,1.74,1.74,4.5409,4.5409,1.7581,0.9913,1.8495,-2377000.0,9846342479.11,,,,,,,,0.0253,12202714469.44,,,,,,,,,,,,,16082714716.45,1.7388,6.7293,10.94,2.8408,2.9635,,,,38.2923,,,,38.2923,,35.1769,,6.4929,,50.4129,,29.6527,,29.6599,,0.9696,,39.5369,,96.5846,29.2791,30.5811,,,,,,,,,28.2792,0.0354,,,,,0.0575,,1.2928,0.9696,5747049029.25,50.357,,,9.5433,9.5422,0.3276,445.4909,152.1739,152.1739,16.98,60.5406,60.0384,150.9229,107.3258,16.9762,80.5207,34.63,21.9103,34.6292,40.3984,40.3984,34.3988,-3.4918,38.9995
43,600000.SH,20080823,20080630,1.126,1.126,2.9509,2.9509,1.7544,0.9913,1.2367,-2764000.0,6377551000.0,,,,,,,,0.0174,7873204541.3,,,-16269682372.3836,,,,,,,,,,12613536700.3,1.126,6.1129,3.857,2.228,0.6615,,,,38.1584,,,,38.1584,,34.4535,,7.247,,50.3421,,20.268,20.4,20.2768,,0.6649,,40.536,,96.5483,28.9712,30.4839,,,,,,,,,27.9713,0.0358,,,,,0.0226,,1.3298,0.6649,5451556418.94,50.253,,,10.7932,10.7896,0.365,306.5291,151.1111,151.1111,-38.288,52.888,52.7287,149.6204,87.932,-19.7778,88.3405,-5.9264,9.5773,22.2957,43.8585,43.8585,37.0486,27.553,32.5368
44,600000.SH,20080426,20080331,0.65,0.5,1.8457,1.8457,2.3668,1.2886,1.0896,-3963000.0,2815589623.85,,,,,,,,0.0086,3594035247.37,,,,,,,,,,,,,10356840670.22,0.6456,7.2147,-1.09,2.3782,-2.7907,,,,34.9795,,,,34.9795,,33.6951,,12.4788,,45.9812,,9.4165,,9.4298,,0.3015,,37.666,,96.6928,30.2371,31.2309,,,,,,,,,29.2375,0.0342,,,,,-0.0052,,1.206,0.3015,5438224350.43,45.9154,,,9.4165,9.4298,0.3015,-58.9015,182.61,117.39,-167.28,118.8933,118.7229,186.55,,-167.3,5.13,10.92,3.83,11.03,52.0037,52.0037,52.0037,37.3908,22.3147
45,600000.SH,20080228,20071231,1.263,1.263,5.9419,5.9419,2.1358,1.2886,0.6039,-1056070000.0,6554845000.0,,,,,,,4.5359,0.0323,10145353046.41,,,-43984985965.0348,,,,,,,,,,8241995277.89,1.2627,6.498,12.728,1.8926,-3.1453,,,,21.2501,,,,21.2501,,36.8622,,13.4268,,41.5928,,20.7485,20.1,24.7334,,0.6855,,20.7485,,96.9073,32.3342,30.268,,,,,,,,,31.3339,0.0319,,,,,0.0625,,0.6855,0.6855,5536035117.87,41.5757,,,5.6571,6.4827,0.1791,32.7666,63.81,48.76,161.57,79.939,78.21,63.85,97.92,161.55,43.08,14.48,32.73,14.47,36.6956,36.6956,40.6275,4.6015,14.4717
46,600000.SH,20071027,20070930,0.9,0.9,4.2046,4.2046,2.2933,0.9098,0.9906,-826109000.0,4749213068.25,,,,,,,3.2096,0.0239,7639105617.33,,,,,,,,,,,,,8276323943.23,0.9009,6.2937,12.16,1.9005,-0.3555,,,,21.4256,,,,21.4256,,33.7079,,14.3411,,44.0879,,15.0558,,18.2261,,0.5116,,20.0744,,96.7542,30.809,29.4307,,,,,,,,,29.8089,0.0335,,,,,0.0648,,0.6821,0.5116,7577128594.19,44.1772,,,5.1171,5.0661,0.1697,384.1473,57.8947,57.8947,423.4,98.1579,96.9907,59.4486,95.642,423.03,4.3752,10.74,22.49,10.87,35.1344,35.1344,35.7162,-32.5944,53.1932
47,600000.SH,20070822,20070630,0.586,0.586,2.6666,2.6666,2.3099,0.9098,0.6762,-839749000.0,3393542000.0,,,,,,,2.0356,0.0159,5268468805.21,,,,,,,,,,,,,6907012505.48,0.5864,5.9959,6.25,1.586,-4.0233,,,,21.991,,,,21.991,,30.6882,,14.0651,,47.3689,,10.0509,9.86,13.3558,,0.35,,20.1018,,96.6083,29.4837,28.7145,,,,,,,,,28.4836,0.0351,,,,,0.0366,,0.7,0.35,5158479482.66,47.3344,,,6.0832,,0.2138,388.3448,42.93,42.93,395.23,110.81,108.38,59.26,114.76,395.23,0.39,5.63,11.68,5.63,34.8011,34.8011,39.528,126.354,52.9989
48,600000.SH,20070428,20070331,0.225,0.225,1.2136,1.2136,2.4263,0.9092,0.463,,,,,,,,,0.9353,0.0076,1652121589.43,,,,,,,,,,,,,5976089253.03,0.2246,5.8984,0.61,1.3723,-5.6138,,,,18.5103,,,,18.5103,,34.03,,26.8884,,31.8928,,3.8826,,,,0.1404,,15.5304,,96.3519,27.4115,27.652,,,,,,,,,26.4117,0.0379,,,,,0.0039,,0.5616,0.1404,5608592985.59,31.872,,,3.8826,,0.1404,50.0611,20.14,20.14,28.53,38.1211,37.9614,33.64,,42.97,-17.35,3.97,2.14,3.97,29.5465,29.5465,29.5465,-11.8186,63.8243
49,600000.SH,20070324,20061231,0.85,0.85,4.3462,4.3462,2.4257,0.9092,0.2384,44131000.0,3308896000.0,,,,,,,3.3177,0.03,5580729453.46,,,,,,,,,,,,,4997802909.3,0.7699,5.6732,2.3561,1.1476,6.4034,,,,17.7155,,,,17.7155,,40.3523,,20.8739,,31.5867,,16.4867,19.37,16.2697,,0.531,,16.4867,,96.416,27.9018,31.0473,,,,,,,,,26.9017,0.0372,,,,,0.0154,,0.531,0.531,5716503490.64,31.8805,,,4.2232,4.1383,0.1355,485.5657,33.8583,,30.236,37.9501,39.0582,31.0798,33.8859,44.8684,-15.2731,39.0831,20.1948,54.7086,29.9187,29.9187,46.4347,30.7581,54.7086
50,600000.SH,20061026,20060930,0.57,0.57,3.4325,3.4325,1.2996,0.7545,0.6729,26037000.0,2427501448.06,,,,,,,2.4489,0.0222,3817786583.92,,,,,,,,,,,,,5588314786.1,0.6267,4.5699,-4.1867,1.4274,-3.9263,,,,18.2578,,,,18.2578,,36.5979,,25.7644,,30.264,,14.492,,14.3382,,0.4051,,19.3227,,97.1954,35.6557,35.7777,,,,,,,,,34.6563,0.0289,,,,,-0.0264,,0.5401,0.4051,5575685553.8,30.5054,,,4.8876,4.8724,0.1347,-156.6768,,,-525.132,36.3585,37.2995,30.8121,37.2635,-525.1234,14.6532,12.0348,11.231,12.034,24.1972,24.1972,29.44,5.5648,20.7872
51,600000.SH,20060812,20060630,0.408,0.41,2.1994,2.1994,1.3071,0.7545,0.4547,23378000.0,1575865000.0,,,,,,,1.551,0.0143,2498251013.45,,,,,,,,,,,,,4734019027.48,0.4085,4.3592,-2.2547,1.2092,-1.845,,,,18.5731,,,,18.5731,,36.1905,,26.2056,,30.2551,,9.6819,9.63,9.5403,,0.2657,,19.3638,,97.2921,36.929,36.4379,,,,,,,,,35.9284,0.0278,,,,,-0.0144,,0.5314,0.2657,5565985403.47,30.5857,,,5.2964,,0.141,-235.6649,44.6809,,-386.1658,33.5161,34.8718,30.8348,43.0186,-165.4361,20.1725,6.8693,9.8879,6.8685,21.4394,21.4394,118.3471,13.4737,20.6667
52,600000.SH,20070428,20060331,,,1.0421,1.0421,1.2438,0.7451,0.1732,,,,,,,,,0.7423,0.007,1167075540.94,,,,,,,,,,,,,3595244091.73,0.187,4.005,0.4727,0.9183,-4.7726,,,,17.944,,,,17.944,,35.6127,,27.1276,,29.9129,,4.6261,,,,0.1248,,18.5044,,97.3843,38.2307,37.0616,,,,,,,,,37.2307,0.0269,,,,,0.0032,,0.4992,0.1248,5553461367.19,29.928,,,4.6261,,0.1248,45.3609,,,80.6267,-35.3348,56.6715,42.4902,,80.6115,27.445,-1.8142,4.5196,-1.8149,-18.6558,-18.6558,-18.6558,-47.9378,11.8053
53,600000.SH,20070324,20051231,0.635,,3.7212,3.7212,1.3054,0.7545,0.1762,13987000.0,2471430000.0,,,,,,,3.1439,0.0283,4120078277.79,,,,,,,,,,,,,3643726338.04,0.6534,4.079,1.8091,0.9307,-0.8481,,,,17.5586,,,,17.5586,,39.5271,,23.5089,,29.7477,,17.3543,17.21,16.767,,0.4972,,17.3543,,97.2155,35.9131,34.9072,,,,,,,,,34.9137,0.0286,,,,,0.0127,,0.4972,0.4972,5640535924.96,29.7852,,,4.6374,4.5672,0.1306,32.795,29.5918,,44.1055,43.2985,42.3249,32.5369,30.4645,44.1073,12.1274,18.2319,25.9017,18.2021,27.6637,27.6637,917.7605,11.2764,18.2021
54,600000.SH,20051029,20050930,,,3.9982,3.9982,1.2438,0.5547,0.4741,3185000.0,1768497239.26,,,,,,,3.3232,0.0321,2496990981.66,,,,,,,,,,,,,4027790348.69,0.453,3.78,0.9848,1.0288,2.7153,,,,11.3185,,,,11.3185,,,,,,50.0537,,12.5108,,12.4883,,0.3634,,16.6811,,97.1485,35.0693,34.4245,,,,,,,,,34.0695,0.0294,,,,,0.0076,,0.4845,0.3634,5116331113.49,18.0835,,,4.6196,4.6046,0.1322,14.4119,,,-1.746,23.196,37.5376,28.0456,33.8318,-1.7411,12.0679,9.5652,14.0326,9.6362,29.123,29.123,24.4092,-35.9909,14.2571
55,600000.SH,20050826,20050630,0.282,,2.6319,2.6319,1.2438,0.5547,0.3033,1003556.82,1101860000.0,,,,,,,2.2355,0.0217,1963331672.08,,,,,,,,,,,,,3358971666.25,0.282,3.613,0.7879,0.858,-1.0308,,,,10.7033,,,,10.7033,,,,,,50.2536,,7.9763,7.93,7.969,,0.2327,,15.9526,,97.128,34.8189,34.2806,,,,,,,,,33.8185,0.0296,,,,,0.0064,,0.4654,0.2327,4916199034.95,17.2201,,,4.1829,4.1796,0.1241,38.953,26.4574,,19.3065,27.2604,37.8406,26.2658,31.647,19.306,11.1814,4.7246,8.1046,4.6858,31.7137,31.7137,29.1796,74.3829,13.5674
56,600000.SH,20050423,20050331,,,1.2811,1.2811,1.2438,0.5547,0.2728,545139.64,513214000.0,,,,,,,1.0855,0.011,-1155438535.32,,,,,,,,,,,,,3239667249.07,0.131,3.58,0.2617,0.8275,-6.0774,,,,10.2438,,,,10.2438,,,,,,48.8489,,3.7318,,3.7278,,0.1126,,14.9272,,96.9331,32.6062,33.1512,,,,,,,,,31.6057,0.0316,,,,,0.0023,,0.4504,0.1126,4914341734.27,15.5387,,,3.7318,3.7278,0.1126,20.4297,,,-15.9872,47.9972,24.2593,23.6134,23.1338,-15.9801,5.7363,3.7681,0.3803,3.8027,34.4958,34.4958,34.4958,156.5805,16.9072
57,600000.SH,20050226,20041231,0.49,,4.2812,4.2812,1.2438,0.5547,0.1416,35699750.89,1894331000.0,,,,,,,3.8152,0.0406,2533244774.9,,,,,,,,,,,,,2725908109.23,0.493,3.45,1.2554,0.6963,6.7104,,,,11.515,,,,11.515,,,,,,50.3311,,15.1249,15.17,14.8451,,0.467,,15.1249,,97.0342,33.7177,32.3883,,,,,,,,,32.7174,0.0306,,,,,0.0111,,0.467,0.467,4941089310.5,18.19,,,4.1278,4.328,0.1243,,21.5881,,22.8496,-54.6611,30.0816,23.239,23.3537,22.8493,9.5618,12.4511,22.7662,12.4835,-5.1191,-5.1191,-120.1586,-275.3407,12.4835
58,600000.SH,20041030,20040930,,,3.0964,3.0964,1.2438,0.4068,0.367,62202000.0,1321432300.06,,,,,,,2.9389,0.0305,-2912427002.23,,,,,,,,,,,,,3029511658.6,0.353,3.311,1.0023,0.7738,1.6117,,,,11.4138,,,,11.4138,,,,,,52.4618,,11.0802,,10.5821,,0.3482,,14.7736,,96.9404,32.684,31.8227,,,,,,,,,31.6837,0.0316,,,,,0.0096,,0.4643,0.3482,4368258493.62,16.9772,,,4.0144,3.8119,0.1218,31.1284,,,30.6269,33.3062,33.3128,27.8702,,30.6303,13.6962,7.9205,14.1898,7.9343,42.6121,42.6121,38.2677,-17.7544,12.4666
59,600000.SH,20040814,20040630,0.223,,1.9982,1.9982,1.2438,0.4068,0.2367,36464668.78,836981000.0,,,,,,,1.8986,0.0199,1532924089.13,,,,,,,,,,,,,2519323027.32,0.223,3.181,0.6604,0.6435,3.2051,,,,11.1651,,,,11.1651,,,,,,52.0121,,7.1405,7.14,6.8424,,0.2225,,14.281,,96.9911,33.2347,32.0849,,,,,,,,,32.2342,0.031,,,,,0.0064,,0.445,0.2225,4392170401.65,16.4547,,,3.7451,3.4372,0.1136,33.3668,31.1765,,68.8139,40.209,39.5254,32.978,26.1306,68.8094,18.5411,3.6832,11.5435,3.6866,45.118,45.118,38.5292,31.7103,12.1788
60,600000.SH,20040428,20040331,,,0.9525,0.9525,1.2438,0.4068,0.1198,-1176000.0,416793829.73,,,,,,,0.9048,0.0098,455557780.73,,,,,,,,,,,,,2061495188.36,0.106,3.064,0.3115,0.5266,2.045,,,,11.1456,,,,11.1456,,,,,,47.0914,,3.4625,,3.4723,,0.1089,,13.85,,96.9391,32.6701,31.7809,,,,,,,,,31.6696,0.0316,,,,,0.0032,,0.4356,0.1089,4387961728.13,16.8188,,,3.4625,3.4723,0.1089,32.7032,,,129.7198,34.7406,50.187,31.6807,,129.7245,18.1192,-0.1304,5.6176,-0.1252,53.1135,53.1135,53.1135,173.9419,11.4812
61,600000.SH,20040227,20031231,0.403,,3.0721,3.0721,1.2438,0.4068,0.1236,30398191.44,1535690000.0,,,,,,,2.986,0.037,1815459709.41,,,,,,,,,,,,,2076527358.54,0.4,3.068,1.0219,0.5304,1.0049,,,,13.0212,,,,13.0212,,,,,,55.4609,,15.6833,13.96,15.3789,,0.4816,,15.6833,,96.763,30.8928,32.5644,,,,,,,,,29.8933,0.0335,,,,,0.0111,,0.4816,0.4816,4418609258.93,19.4872,,,4.1128,,0.1322,1487.5606,13.2022,,19.0748,-51.2755,25.5535,21.8453,19.9513,28.953,-15.273,39.3279,32.852,43.8093,5.0378,5.0378,-97.2898,-230.098,43.8093
62,600000.SH,20031029,20030930,,,2.1712,2.1712,1.2438,0.2868,0.286,,,,,,,,,2.1523,0.0265,1493337304.92,,,,,,,,,,,,,2242500484.21,0.276,2.944,0.7673,0.5728,0.9133,,,,12.7296,,,,12.7296,,,,,,55.6152,,11.1053,,,,0.3378,,14.8071,,96.8096,31.344,32.8726,,,,,,,,,30.3441,0.033,,,,,0.0086,,0.4504,0.3378,4259347326.88,18.1614,,,3.7583,,0.1208,47.3442,,,,41.2093,33.6495,26.6026,,,-12.9979,33.6966,29.3589,38.014,49.5588,49.5588,45.7073,14.1794,45.5166
63,600000.SH,20030827,20030630,0.17,,1.377,1.377,1.2438,0.2868,0.1774,-6748420.51,663583000.0,,,,,,,1.3663,0.0173,834270031.8,,,,,,,,,,,,,1817273746.58,0.168,2.836,0.3912,0.4642,-0.8881,,,,12.1844,,,,12.1844,,,,,,53.8332,,6.8915,6.34,6.9623,,0.2112,,13.783,,96.7602,30.8661,32.6283,,,,,,,,,29.8661,0.0335,,,,,0.0046,,0.4224,0.2112,4221265932.62,17.1142,,,3.1215,,0.1097,33.8634,-24.4444,,-19.3901,35.9334,23.209,21.3122,22.8114,30.9638,-16.8633,28.792,22.6869,32.9227,51.8744,51.8744,48.0196,22.6731,45.9189
64,600000.SH,20030429,20030331,,,0.6221,0.6221,1.2438,0.2868,0.0902,,,,,,,,,0.6272,0.0087,338359902.76,,,,,,,,,,,,,1476064562.39,0.08,2.749,0.1356,0.377,-1.7414,,,,12.9597,,,,12.9597,,,,,,53.5127,,3.3719,,,,0.1129,,13.4876,,96.1517,25.9855,29.8552,,,,,,,,,24.9855,0.04,,,,,0.002,,0.4516,0.1129,4185344861.66,17.1465,,,3.3719,,0.1129,21.797,,,,58.2893,18.0558,18.7694,,,-19.0678,24.8411,0.1129,28.8373,56.8306,56.8306,56.8306,187.5478,46.7519
65,600000.SH,20030329,20021231,0.356,,2.2563,2.2563,0.7427,0.3106,0.0104,5047817.28,1280261000.0,,,,,,,2.3497,0.036,916062857.02,,,,,,,,,,,,,1160439167.1,0.356,2.202,0.8582,0.321,3.9604,,,,15.7582,,,,15.7582,,,,,,59.1971,,17.1065,16.67,17.0393,,0.5675,,17.1065,,97.1499,35.0865,30.1449,,,,,,,,,34.0859,0.0293,,,,,0.0114,,0.5675,0.5675,4158480488.6,22.8868,,,5.4228,5.3249,0.1648,,-19.2744,,10.7784,-43.8941,29.5715,21.0411,19.8454,66.1751,7.4505,-24.8977,60.8035,12.6482,0.4336,0.4336,-74.6137,-462.4765,12.6482
66,600000.SH,20021030,20020930,,,1.5722,1.5722,0.7427,0.2039,0.2446,-2725436.84,857417000.0,,,,,,,1.8583,0.0273,872323131.96,,,,,,,,,,,,,1621321912.97,0.24,2.19,,0.4485,,,,,15.0378,,,,15.0378,,,,,,58.9036,,11.405,,11.4414,,0.41,,15.2067,,96.7434,30.7069,27.8178,,,,,,,,,29.7072,0.0337,,,,,,,0.5467,0.41,3707423611.11,20.3233,,,4.0343,4.0837,0.1385,,,,,48.9803,4.2108,3.9779,,,7.8793,-25.307,40.0439,12.0947,29.8563,29.8563,53.0924,4.5256,-3.6164
67,600000.SH,20020817,20020630,0.225,,1.4728,1.4728,1.6141,0.3059,0.2369,1114626.33,540327000.0,,,,,,,1.16,0.0185,531138632.75,,,,,,,,,,,,,1308071976.14,0.225,3.157,0.4853,0.5428,-2.742,,,,15.254,,,,15.254,,,,,,60.1462,,7.3792,7.38,7.364,,0.2829,,14.7584,,96.3604,27.4755,26.0806,,,,,,,,,26.4755,0.0378,,,,,0.0058,,0.5658,0.2829,3709255060.49,21.0959,,,3.6906,,0.1428,,1.3514,,27.5092,6.6945,6.7764,1.2208,1.2055,27.5088,5.5225,7.6739,20.35,7.6619,42.2242,42.2242,,-37.0074,-4.0766
68,600000.SH,20020427,20020331,,,0.7562,0.7562,1.6141,0.3059,0.1225,,,,,,,,,0.6025,0.0104,-88020000.0,,,,,,,,,,,,,1032377000.0,0.1103,3.0425,,0.4284,,,,,14.5821,,,,14.5821,,,,,,34.2256,,3.6912,,,,0.1515,,14.7648,,95.8613,24.1622,24.3666,,,,,,,,,23.1621,0.0432,,,,,,,0.606,0.1515,3637656000.0,19.4097,,,3.6912,,0.1515,,,,,,,,,,,3.7688,2.0012,3.7606,,,,85.9466,
69,600000.SH,20020321,20011231,0.441,,2.9814,2.9814,1.6141,0.3059,0.0122,-6382000.0,1068260000.0,,,,,,,2.5044,0.0472,-209459000.0,,,,,,,,,,,,,766630000.0,0.441,2.932,0.7747,0.3181,-0.3887,,,,14.7786,,,,14.7786,,,,,,35.3436,,14.6351,15.13,14.723,,0.6977,,14.6351,,95.9315,24.5791,20.9775,,,,,,,,,23.5789,0.0424,,,,,0.0112,,0.6977,0.6977,3663460000.0,20.051,,,3.1388,,0.1426,,11.0831,,10.3404,46.2662,45.362,33.2289,11.563,10.3333,22.2963,-5.0826,33.8753,8.9394,23.476,23.476,,-18.4648,8.9394
70,600000.SH,20011027,20010930,,,2.1156,2.1156,1.6141,0.265,0.5311,,,,,,,,,,0.035,15830912.36,,,,,,,,,,,,,1918541219.81,0.341,3.41,,0.7961,,,,,16.1216,,,,16.1216,,,,,,35.9605,,10.4958,,,,0.5602,,13.9944,,94.9496,19.8004,18.7351,,,,,,,,,18.8005,0.0532,,,,,,,0.7469,0.5602,3561496177.12,21.7393,,,3.5552,,0.1832,,,,,,,,,,,10.3917,25.4285,26.6972,,,,,
71,600000.SH,20010821,20010630,0.222,,1.3421,1.3421,1.6141,0.265,0.412,1020303.31,533891000.0,,,,,,,1.1796,0.023,17172584.91,,,,,,,,,,,,,1631401767.29,0.222,3.291,0.3806,0.6769,-2.7442,,,,16.5374,,,,16.5374,,,,,,35.2743,,6.9576,6.98,6.9444,,0.3802,,13.9152,,94.7348,18.9926,18.2985,,,,,,,,,17.9926,0.0556,,,,,0.0064,,0.7604,0.3802,3465232726.41,21.6809,,,,,,,,,28.668,3.7383,3.919,6.775,0.6835,28.6483,5.6439,6.5393,16.1075,22.2706,14.7485,14.7485,,,-4.5132
72,600000.SH,20010428,20001231,0.397,,2.3695,2.3695,1.6141,0.269,0.206,364651.03,957540000.0,,,,,,,,0.0488,-103532071.92,,,,,,,,,,,,,1144732188.96,0.397,3.089,0.7021,0.475,2.0168,,,,16.7747,,,,16.7747,,,,,,41.4287,,12.5868,13.75,12.582,,0.819,,12.5868,,94.3049,17.559,15.3692,,,,,,,,,16.559,0.0604,,,,,0.0137,,0.819,0.819,3366633593.52,21.5611,,,,,,,-9.5672,,73.6152,41.676,39.5691,31.3742,,73.6433,14.4706,-4.2764,28.6096,14.7668,21.9797,21.9797,,,14.7668
73,600000.SH,20000728,20000630,,,0.8968,0.8968,1.6141,0.5969,0.2356,-0.36,530266499.19,,,,,,,,0.02,-448946107.3,,,,,,,,,,,,,2006282254.37,0.22,3.45,0.2958,0.8325,-0.6944,,,,24.5358,,,,24.5358,,,,,,33.2566,,6.5944,,6.5944,,0.4896,,13.1888,,92.6751,13.6521,13.4686,,,,,,,,,12.652,0.079,,,,,0.0068,,0.9792,0.4896,2907925755.11,33.2482,,,,,,,,,,12.7651,12.8876,4.8018,,,-51.5569,6.9104,11.5653,28.0483,27.6961,27.6961,,,116.3399
74,600000.SH,20000328,19991231,0.439,,1.6523,1.6523,1.6141,0.5969,0.0156,,,,,,,,,,0.0418,-1058034782.86,,,,,,,,,,,,,1476015755.54,0.385,3.227,0.4044,0.6125,0.8042,,,,23.2717,,,,23.2717,,,,,,29.1973,,16.6828,,,,0.9727,,16.6828,,92.062,12.5976,17.1517,,,,,,,,,12.2192,0.0818,,,,,0.0103,,0.9727,0.9727,2871681384.12,29.558,,,,,,,,,-20.5345,12.387,12.8436,18.715,,-4.7247,-50.2992,94.3976,21.5287,138.8593,-4.1956,-4.1956,,,138.8593
